IRON MAN IV/JAMES R.,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,CHAIN
IRON MAN/TONY STARK ,SPIDER-WOMAN II/JULI
IRON MAN/TONY STARK ,"CARPENTER, RACHEL"
"CARPENTER, RACHEL",CHAIN
"CARPENTER, RACHEL",SPIDER-WOMAN II/JULI
SPIDER-WOMAN II/JULI,CHAIN
IRON MAN/TONY STARK ,IRON MAN IV/JAMES R.
IRON MAN/TONY STARK ,"ERWIN, CLYTEMNESTRA"
"ERWIN, CLYTEMNESTRA",IRON MAN IV/JAMES R.
RED GUARDIAN III/DR.,DR. STRANGE/STEPHEN 
RED GUARDIAN III/DR.,DOLLAR BILL
RED GUARDIAN III/DR.,HELLCAT/PATSY WALKER
RED GUARDIAN III/DR.,NIGHTHAWK II/KYLE RI
RED GUARDIAN III/DR.,DEVIL-SLAYER/ERIC SI
RED GUARDIAN III/DR.,"NORRISS, SISTER BARB"
RED GUARDIAN III/DR.,HULK/DR. ROBERT BRUC
HULK/DR. ROBERT BRUC,DR. STRANGE/STEPHEN 
HULK/DR. ROBERT BRUC,DOLLAR BILL
HULK/DR. ROBERT BRUC,HELLCAT/PATSY WALKER
HULK/DR. ROBERT BRUC,NIGHTHAWK II/KYLE RI
HULK/DR. ROBERT BRUC,DEVIL-SLAYER/ERIC SI
HULK/DR. ROBERT BRUC,"NORRISS, SISTER BARB"
"NORRISS, SISTER BARB",DR. STRANGE/STEPHEN 
"NORRISS, SISTER BARB",DOLLAR BILL
"NORRISS, SISTER BARB",HELLCAT/PATSY WALKER
"NORRISS, SISTER BARB",NIGHTHAWK II/KYLE RI
"NORRISS, SISTER BARB",DEVIL-SLAYER/ERIC SI
DEVIL-SLAYER/ERIC SI,DR. STRANGE/STEPHEN 
DEVIL-SLAYER/ERIC SI,DOLLAR BILL
DEVIL-SLAYER/ERIC SI,HELLCAT/PATSY WALKER
DEVIL-SLAYER/ERIC SI,NIGHTHAWK II/KYLE RI
NIGHTHAWK II/KYLE RI,DR. STRANGE/STEPHEN 
NIGHTHAWK II/KYLE RI,DOLLAR BILL
NIGHTHAWK II/KYLE RI,HELLCAT/PATSY WALKER
HELLCAT/PATSY WALKER,DR. STRANGE/STEPHEN 
HELLCAT/PATSY WALKER,DOLLAR BILL
DOLLAR BILL,DR. STRANGE/STEPHEN 
"BANNER, BETTY ROSS T",HULK/DR. ROBERT BRUC
"BANNER, BETTY ROSS T","ROSS, GEN. THADDEUS "
"BANNER, BETTY ROSS T",COBALT MAN
"BANNER, BETTY ROSS T",MASTERMIND/JASON WYN
"BANNER, BETTY ROSS T","ROBERTS, TED"
"BANNER, BETTY ROSS T","ARMBRUSTER, COLONEL "
"ARMBRUSTER, COLONEL ",HULK/DR. ROBERT BRUC
"ARMBRUSTER, COLONEL ","ROSS, GEN. THADDEUS "
"ARMBRUSTER, COLONEL ",COBALT MAN
"ARMBRUSTER, COLONEL ",MASTERMIND/JASON WYN
"ARMBRUSTER, COLONEL ","ROBERTS, TED"
"ROBERTS, TED",HULK/DR. ROBERT BRUC
"ROBERTS, TED","ROSS, GEN. THADDEUS "
"ROBERTS, TED",COBALT MAN
"ROBERTS, TED",MASTERMIND/JASON WYN
MASTERMIND/JASON WYN,HULK/DR. ROBERT BRUC
MASTERMIND/JASON WYN,"ROSS, GEN. THADDEUS "
MASTERMIND/JASON WYN,COBALT MAN
COBALT MAN,HULK/DR. ROBERT BRUC
COBALT MAN,"ROSS, GEN. THADDEUS "
"ROSS, GEN. THADDEUS ",HULK/DR. ROBERT BRUC
GORGON [INHUMAN],LOCKJAW [INHUMAN]
GORGON [INHUMAN],QUICKSILVER/PIETRO M
GORGON [INHUMAN],CRYSTAL [INHUMAN]
GORGON [INHUMAN],BLACK BOLT/BLACKANTO
GORGON [INHUMAN],TRITON
GORGON [INHUMAN],HULK/DR. ROBERT BRUC
GORGON [INHUMAN],KARNAK [INHUMAN]
GORGON [INHUMAN],"BANNER, BETTY ROSS T"
"BANNER, BETTY ROSS T",LOCKJAW [INHUMAN]
"BANNER, BETTY ROSS T",QUICKSILVER/PIETRO M
"BANNER, BETTY ROSS T",CRYSTAL [INHUMAN]
"BANNER, BETTY ROSS T",BLACK BOLT/BLACKANTO
"BANNER, BETTY ROSS T",TRITON
"BANNER, BETTY ROSS T",HULK/DR. ROBERT BRUC
"BANNER, BETTY ROSS T",KARNAK [INHUMAN]
KARNAK [INHUMAN],LOCKJAW [INHUMAN]
KARNAK [INHUMAN],QUICKSILVER/PIETRO M
KARNAK [INHUMAN],CRYSTAL [INHUMAN]
KARNAK [INHUMAN],BLACK BOLT/BLACKANTO
KARNAK [INHUMAN],TRITON
KARNAK [INHUMAN],HULK/DR. ROBERT BRUC
HULK/DR. ROBERT BRUC,LOCKJAW [INHUMAN]
HULK/DR. ROBERT BRUC,QUICKSILVER/PIETRO M
HULK/DR. ROBERT BRUC,CRYSTAL [INHUMAN]
HULK/DR. ROBERT BRUC,BLACK BOLT/BLACKANTO
HULK/DR. ROBERT BRUC,TRITON
TRITON,LOCKJAW [INHUMAN]
TRITON,QUICKSILVER/PIETRO M
TRITON,CRYSTAL [INHUMAN]
TRITON,BLACK BOLT/BLACKANTO
BLACK BOLT/BLACKANTO,LOCKJAW [INHUMAN]
BLACK BOLT/BLACKANTO,QUICKSILVER/PIETRO M
BLACK BOLT/BLACKANTO,CRYSTAL [INHUMAN]
CRYSTAL [INHUMAN],LOCKJAW [INHUMAN]
CRYSTAL [INHUMAN],QUICKSILVER/PIETRO M
QUICKSILVER/PIETRO M,LOCKJAW [INHUMAN]
"ROSS, GEN. THADDEUS ",WARLOCK II/ADAM WARL
"ROSS, GEN. THADDEUS ",ANALYZER
"ROSS, GEN. THADDEUS ",MAN-BEAST
"ROSS, GEN. THADDEUS ","BANNER, BETTY ROSS T"
"ROSS, GEN. THADDEUS ",HULK/DR. ROBERT BRUC
HULK/DR. ROBERT BRUC,WARLOCK II/ADAM WARL
HULK/DR. ROBERT BRUC,ANALYZER
HULK/DR. ROBERT BRUC,MAN-BEAST
HULK/DR. ROBERT BRUC,"BANNER, BETTY ROSS T"
"BANNER, BETTY ROSS T",WARLOCK II/ADAM WARL
"BANNER, BETTY ROSS T",ANALYZER
"BANNER, BETTY ROSS T",MAN-BEAST
MAN-BEAST,WARLOCK II/ADAM WARL
MAN-BEAST,ANALYZER
ANALYZER,WARLOCK II/ADAM WARL
WARLOCK II/ADAM WARL,HULK/DR. ROBERT BRUC
WARLOCK II/ADAM WARL,MAN-BEAST
MAN-BEAST,HULK/DR. ROBERT BRUC
"BANNER, BETTY ROSS T",HULK/DR. ROBERT BRUC
ABOMINATION/EMIL BLO,HULK/DR. ROBERT BRUC
ABOMINATION/EMIL BLO,RHINO
ABOMINATION/EMIL BLO,"ARMBRUSTER, COLONEL "
ABOMINATION/EMIL BLO,"ROSS, GEN. THADDEUS "
ABOMINATION/EMIL BLO,"WILSON, JIM"
ABOMINATION/EMIL BLO,"BANNER, BETTY ROSS T"
"BANNER, BETTY ROSS T",HULK/DR. ROBERT BRUC
"BANNER, BETTY ROSS T",RHINO
"BANNER, BETTY ROSS T","ARMBRUSTER, COLONEL "
"BANNER, BETTY ROSS T","ROSS, GEN. THADDEUS "
"BANNER, BETTY ROSS T","WILSON, JIM"
"WILSON, JIM",HULK/DR. ROBERT BRUC
"WILSON, JIM",RHINO
"WILSON, JIM","ARMBRUSTER, COLONEL "
"WILSON, JIM","ROSS, GEN. THADDEUS "
"ROSS, GEN. THADDEUS ",HULK/DR. ROBERT BRUC
"ROSS, GEN. THADDEUS ",RHINO
"ROSS, GEN. THADDEUS ","ARMBRUSTER, COLONEL "
"ARMBRUSTER, COLONEL ",HULK/DR. ROBERT BRUC
"ARMBRUSTER, COLONEL ",RHINO
RHINO,HULK/DR. ROBERT BRUC
"ARMBRUSTER, COLONEL ",JUGGERNAUT/CAIN MARK
"ARMBRUSTER, COLONEL ","ROSS, GEN. THADDEUS "
"ARMBRUSTER, COLONEL ","BANNER, BETTY ROSS T"
"ARMBRUSTER, COLONEL ",HULK/DR. ROBERT BRUC
"ARMBRUSTER, COLONEL ",MARVEL GIRL/JEAN GRE
"ARMBRUSTER, COLONEL ",PROFESSOR X/CHARLES 
"ARMBRUSTER, COLONEL ","WILSON, JIM"
"ARMBRUSTER, COLONEL ",CYCLOPS/SCOTT SUMMER
"ARMBRUSTER, COLONEL ","CORBEAU, DR. PETER"
"CORBEAU, DR. PETER",JUGGERNAUT/CAIN MARK
"CORBEAU, DR. PETER","ROSS, GEN. THADDEUS "
"CORBEAU, DR. PETER","BANNER, BETTY ROSS T"
"CORBEAU, DR. PETER",HULK/DR. ROBERT BRUC
"CORBEAU, DR. PETER",MARVEL GIRL/JEAN GRE
"CORBEAU, DR. PETER",PROFESSOR X/CHARLES 
"CORBEAU, DR. PETER","WILSON, JIM"
"CORBEAU, DR. PETER",CYCLOPS/SCOTT SUMMER
CYCLOPS/SCOTT SUMMER,JUGGERNAUT/CAIN MARK
CYCLOPS/SCOTT SUMMER,"ROSS, GEN. THADDEUS "
CYCLOPS/SCOTT SUMMER,"BANNER, BETTY ROSS T"
CYCLOPS/SCOTT SUMMER,HULK/DR. ROBERT BRUC
CYCLOPS/SCOTT SUMMER,MARVEL GIRL/JEAN GRE
CYCLOPS/SCOTT SUMMER,PROFESSOR X/CHARLES 
CYCLOPS/SCOTT SUMMER,"WILSON, JIM"
"WILSON, JIM",JUGGERNAUT/CAIN MARK
"WILSON, JIM","ROSS, GEN. THADDEUS "
"WILSON, JIM","BANNER, BETTY ROSS T"
"WILSON, JIM",HULK/DR. ROBERT BRUC
"WILSON, JIM",MARVEL GIRL/JEAN GRE
"WILSON, JIM",PROFESSOR X/CHARLES 
PROFESSOR X/CHARLES ,JUGGERNAUT/CAIN MARK
PROFESSOR X/CHARLES ,"ROSS, GEN. THADDEUS "
PROFESSOR X/CHARLES ,"BANNER, BETTY ROSS T"
PROFESSOR X/CHARLES ,HULK/DR. ROBERT BRUC
PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE
MARVEL GIRL/JEAN GRE,JUGGERNAUT/CAIN MARK
MARVEL GIRL/JEAN GRE,"ROSS, GEN. THADDEUS "
MARVEL GIRL/JEAN GRE,"BANNER, BETTY ROSS T"
MARVEL GIRL/JEAN GRE,HULK/DR. ROBERT BRUC
HULK/DR. ROBERT BRUC,JUGGERNAUT/CAIN MARK
HULK/DR. ROBERT BRUC,"ROSS, GEN. THADDEUS "
HULK/DR. ROBERT BRUC,"BANNER, BETTY ROSS T"
"BANNER, BETTY ROSS T",JUGGERNAUT/CAIN MARK
"BANNER, BETTY ROSS T","ROSS, GEN. THADDEUS "
"ROSS, GEN. THADDEUS ",JUGGERNAUT/CAIN MARK
HULK/DR. ROBERT BRUC,"ROBERTS, TED"
HULK/DR. ROBERT BRUC,"ARMBRUSTER, COLONEL "
HULK/DR. ROBERT BRUC,COBALT MAN
HULK/DR. ROBERT BRUC,"BANNER, BETTY ROSS T"
HULK/DR. ROBERT BRUC,"ROSS, GEN. THADDEUS "
"ROSS, GEN. THADDEUS ","ROBERTS, TED"
"ROSS, GEN. THADDEUS ","ARMBRUSTER, COLONEL "
"ROSS, GEN. THADDEUS ",COBALT MAN
"ROSS, GEN. THADDEUS ","BANNER, BETTY ROSS T"
"BANNER, BETTY ROSS T","ROBERTS, TED"
"BANNER, BETTY ROSS T","ARMBRUSTER, COLONEL "
"BANNER, BETTY ROSS T",COBALT MAN
COBALT MAN,"ROBERTS, TED"
COBALT MAN,"ARMBRUSTER, COLONEL "
"ARMBRUSTER, COLONEL ","ROBERTS, TED"
MAN-BEAST,ANALYZER
MAN-BEAST,HULK/DR. ROBERT BRUC
MAN-BEAST,WARLOCK II/ADAM WARL
WARLOCK II/ADAM WARL,ANALYZER
WARLOCK II/ADAM WARL,HULK/DR. ROBERT BRUC
HULK/DR. ROBERT BRUC,ANALYZER
HULK/DR. ROBERT BRUC,"BANNER, BETTY ROSS T"
HULK/DR. ROBERT BRUC,"ROSS, GEN. THADDEUS "
HULK/DR. ROBERT BRUC,"BRICKFORD, CLAY"
HULK/DR. ROBERT BRUC,"ARMBRUSTER, COLONEL "
HULK/DR. ROBERT BRUC,MISSING LINK
MISSING LINK,"BANNER, BETTY ROSS T"
MISSING LINK,"ROSS, GEN. THADDEUS "
MISSING LINK,"BRICKFORD, CLAY"
MISSING LINK,"ARMBRUSTER, COLONEL "
"ARMBRUSTER, COLONEL ","BANNER, BETTY ROSS T"
"ARMBRUSTER, COLONEL ","ROSS, GEN. THADDEUS "
"ARMBRUSTER, COLONEL ","BRICKFORD, CLAY"
"BRICKFORD, CLAY","BANNER, BETTY ROSS T"
"BRICKFORD, CLAY","ROSS, GEN. THADDEUS "
"ROSS, GEN. THADDEUS ","BANNER, BETTY ROSS T"
"STACY, PAUL",VENOM/EDDIE BROCK
"STACY, PAUL",SPIDER-MAN/PETER PAR
"STACY, PAUL","PARKER, MAY"
"STACY, PAUL","STACY, ARTHUR"
"STACY, PAUL","STACY, JILL"
"STACY, JILL",VENOM/EDDIE BROCK
"STACY, JILL",SPIDER-MAN/PETER PAR
"STACY, JILL","PARKER, MAY"
"STACY, JILL","STACY, ARTHUR"
"STACY, ARTHUR",VENOM/EDDIE BROCK
"STACY, ARTHUR",SPIDER-MAN/PETER PAR
"STACY, ARTHUR","PARKER, MAY"
"PARKER, MAY",VENOM/EDDIE BROCK
"PARKER, MAY",SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,VENOM/EDDIE BROCK
BLADE,"ROBERTSON, JOE"
BLADE,"FORTUNATO, GIACOMO J"
BLADE,MORBIUS/DR. MICHAEL 
BLADE,SPIDER-MAN/PETER PAR
BLADE,"LEEDS, BETTY BRANT"
BLADE,KINGPIN/WILSON FISK
BLADE,"STACY, JILL"
"STACY, JILL","ROBERTSON, JOE"
"STACY, JILL","FORTUNATO, GIACOMO J"
"STACY, JILL",MORBIUS/DR. MICHAEL 
"STACY, JILL",SPIDER-MAN/PETER PAR
"STACY, JILL","LEEDS, BETTY BRANT"
"STACY, JILL",KINGPIN/WILSON FISK
KINGPIN/WILSON FISK,"ROBERTSON, JOE"
KINGPIN/WILSON FISK,"FORTUNATO, GIACOMO J"
KINGPIN/WILSON FISK,MORBIUS/DR. MICHAEL 
KINGPIN/WILSON FISK,SPIDER-MAN/PETER PAR
KINGPIN/WILSON FISK,"LEEDS, BETTY BRANT"
"LEEDS, BETTY BRANT","ROBERTSON, JOE"
"LEEDS, BETTY BRANT","FORTUNATO, GIACOMO J"
"LEEDS, BETTY BRANT",MORBIUS/DR. MICHAEL 
"LEEDS, BETTY BRANT",SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,"ROBERTSON, JOE"
SPIDER-MAN/PETER PAR,"FORTUNATO, GIACOMO J"
SPIDER-MAN/PETER PAR,MORBIUS/DR. MICHAEL 
MORBIUS/DR. MICHAEL ,"ROBERTSON, JOE"
MORBIUS/DR. MICHAEL ,"FORTUNATO, GIACOMO J"
"FORTUNATO, GIACOMO J","ROBERTSON, JOE"
"GARTH, DONNA",ZOMBIE/SIMON GARTH
SPIDER-MAN/PETER PAR,"WATSON-PARKER, MARY "
SPIDER-MAN/PETER PAR,"PARKER, MAY"
SPIDER-MAN/PETER PAR,"WATSON, ANNA"
"WATSON, ANNA","WATSON-PARKER, MARY "
"WATSON, ANNA","PARKER, MAY"
"PARKER, MAY","WATSON-PARKER, MARY "
"GARTH, DONNA",ZOMBIE/SIMON GARTH
"SPAULDING, PETER",MACHINE MAN/X-51
"SPAULDING, PETER",THING/BENJAMIN J. GR
"SPAULDING, PETER",JOCASTA
"SPAULDING, PETER","GARVIN, GEARS"
"SPAULDING, PETER",ULTRON
ULTRON,MACHINE MAN/X-51
ULTRON,THING/BENJAMIN J. GR
ULTRON,JOCASTA
ULTRON,"GARVIN, GEARS"
"GARVIN, GEARS",MACHINE MAN/X-51
"GARVIN, GEARS",THING/BENJAMIN J. GR
"GARVIN, GEARS",JOCASTA
JOCASTA,MACHINE MAN/X-51
JOCASTA,THING/BENJAMIN J. GR
THING/BENJAMIN J. GR,MACHINE MAN/X-51
"CALDRONE, JAVIER","JAMESON, J. JONAH"
"CALDRONE, JAVIER",DOLMAN
"CALDRONE, JAVIER","URICH, BEN"
"CALDRONE, JAVIER","KWAN, TERRY"
"CALDRONE, JAVIER",OVERRIDE/DR. GREGORY
"CALDRONE, JAVIER",ICEMAN/ROBERT BOBBY 
"CALDRONE, JAVIER","WATSON-PARKER, MARY "
"CALDRONE, JAVIER","THOMPSON, EUGENE FLA"
"CALDRONE, JAVIER",SPIDER-MAN/PETER PAR
"CALDRONE, JAVIER","THORSON, DR. WALTER"
"CALDRONE, JAVIER","MAXWELL, MORRIS"
"CALDRONE, JAVIER","LEEDS, BETTY BRANT"
"CALDRONE, JAVIER","LUMLEY, JUDY"
"LUMLEY, JUDY","JAMESON, J. JONAH"
"LUMLEY, JUDY",DOLMAN
"LUMLEY, JUDY","URICH, BEN"
"LUMLEY, JUDY","KWAN, TERRY"
"LUMLEY, JUDY",OVERRIDE/DR. GREGORY
"LUMLEY, JUDY",ICEMAN/ROBERT BOBBY 
"LUMLEY, JUDY","WATSON-PARKER, MARY "
"LUMLEY, JUDY","THOMPSON, EUGENE FLA"
"LUMLEY, JUDY",SPIDER-MAN/PETER PAR
"LUMLEY, JUDY","THORSON, DR. WALTER"
"LUMLEY, JUDY","MAXWELL, MORRIS"
"LUMLEY, JUDY","LEEDS, BETTY BRANT"
"LEEDS, BETTY BRANT","JAMESON, J. JONAH"
"LEEDS, BETTY BRANT",DOLMAN
"LEEDS, BETTY BRANT","URICH, BEN"
"LEEDS, BETTY BRANT","KWAN, TERRY"
"LEEDS, BETTY BRANT",OVERRIDE/DR. GREGORY
"LEEDS, BETTY BRANT",ICEMAN/ROBERT BOBBY 
"LEEDS, BETTY BRANT","WATSON-PARKER, MARY "
"LEEDS, BETTY BRANT","THOMPSON, EUGENE FLA"
"LEEDS, BETTY BRANT",SPIDER-MAN/PETER PAR
"LEEDS, BETTY BRANT","THORSON, DR. WALTER"
"LEEDS, BETTY BRANT","MAXWELL, MORRIS"
"MAXWELL, MORRIS","JAMESON, J. JONAH"
"MAXWELL, MORRIS",DOLMAN
"MAXWELL, MORRIS","URICH, BEN"
"MAXWELL, MORRIS","KWAN, TERRY"
"MAXWELL, MORRIS",OVERRIDE/DR. GREGORY
"MAXWELL, MORRIS",ICEMAN/ROBERT BOBBY 
"MAXWELL, MORRIS","WATSON-PARKER, MARY "
"MAXWELL, MORRIS","THOMPSON, EUGENE FLA"
"MAXWELL, MORRIS",SPIDER-MAN/PETER PAR
"MAXWELL, MORRIS","THORSON, DR. WALTER"
"THORSON, DR. WALTER","JAMESON, J. JONAH"
"THORSON, DR. WALTER",DOLMAN
"THORSON, DR. WALTER","URICH, BEN"
"THORSON, DR. WALTER","KWAN, TERRY"
"THORSON, DR. WALTER",OVERRIDE/DR. GREGORY
"THORSON, DR. WALTER",ICEMAN/ROBERT BOBBY 
"THORSON, DR. WALTER","WATSON-PARKER, MARY "
"THORSON, DR. WALTER","THOMPSON, EUGENE FLA"
"THORSON, DR. WALTER",SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,"JAMESON, J. JONAH"
SPIDER-MAN/PETER PAR,DOLMAN
SPIDER-MAN/PETER PAR,"URICH, BEN"
SPIDER-MAN/PETER PAR,"KWAN, TERRY"
SPIDER-MAN/PETER PAR,OVERRIDE/DR. GREGORY
SPIDER-MAN/PETER PAR,ICEMAN/ROBERT BOBBY 
SPIDER-MAN/PETER PAR,"WATSON-PARKER, MARY "
SPIDER-MAN/PETER PAR,"THOMPSON, EUGENE FLA"
"THOMPSON, EUGENE FLA","JAMESON, J. JONAH"
"THOMPSON, EUGENE FLA",DOLMAN
"THOMPSON, EUGENE FLA","URICH, BEN"
"THOMPSON, EUGENE FLA","KWAN, TERRY"
"THOMPSON, EUGENE FLA",OVERRIDE/DR. GREGORY
"THOMPSON, EUGENE FLA",ICEMAN/ROBERT BOBBY 
"THOMPSON, EUGENE FLA","WATSON-PARKER, MARY "
"WATSON-PARKER, MARY ","JAMESON, J. JONAH"
"WATSON-PARKER, MARY ",DOLMAN
"WATSON-PARKER, MARY ","URICH, BEN"
"WATSON-PARKER, MARY ","KWAN, TERRY"
"WATSON-PARKER, MARY ",OVERRIDE/DR. GREGORY
"WATSON-PARKER, MARY ",ICEMAN/ROBERT BOBBY 
ICEMAN/ROBERT BOBBY ,"JAMESON, J. JONAH"
ICEMAN/ROBERT BOBBY ,DOLMAN
ICEMAN/ROBERT BOBBY ,"URICH, BEN"
ICEMAN/ROBERT BOBBY ,"KWAN, TERRY"
ICEMAN/ROBERT BOBBY ,OVERRIDE/DR. GREGORY
OVERRIDE/DR. GREGORY,"JAMESON, J. JONAH"
OVERRIDE/DR. GREGORY,DOLMAN
OVERRIDE/DR. GREGORY,"URICH, BEN"
OVERRIDE/DR. GREGORY,"KWAN, TERRY"
"KWAN, TERRY","JAMESON, J. JONAH"
"KWAN, TERRY",DOLMAN
"KWAN, TERRY","URICH, BEN"
"URICH, BEN","JAMESON, J. JONAH"
"URICH, BEN",DOLMAN
DOLMAN,"JAMESON, J. JONAH"
THOR/DR. DONALD BLAK,"GRANT, GLORIA GLORY"
THOR/DR. DONALD BLAK,"FAIRMONT, HANNAH"
THOR/DR. DONALD BLAK,"PARKER, MAY"
THOR/DR. DONALD BLAK,"JAMESON, J. JONAH"
THOR/DR. DONALD BLAK,"MCCORMICK, BARRY"
THOR/DR. DONALD BLAK,SPIDER-MAN/PETER PAR
THOR/DR. DONALD BLAK,TOKKOTS
TOKKOTS,"GRANT, GLORIA GLORY"
TOKKOTS,"FAIRMONT, HANNAH"
TOKKOTS,"PARKER, MAY"
TOKKOTS,"JAMESON, J. JONAH"
TOKKOTS,"MCCORMICK, BARRY"
TOKKOTS,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,"GRANT, GLORIA GLORY"
SPIDER-MAN/PETER PAR,"FAIRMONT, HANNAH"
SPIDER-MAN/PETER PAR,"PARKER, MAY"
SPIDER-MAN/PETER PAR,"JAMESON, J. JONAH"
SPIDER-MAN/PETER PAR,"MCCORMICK, BARRY"
"MCCORMICK, BARRY","GRANT, GLORIA GLORY"
"MCCORMICK, BARRY","FAIRMONT, HANNAH"
"MCCORMICK, BARRY","PARKER, MAY"
"MCCORMICK, BARRY","JAMESON, J. JONAH"
"JAMESON, J. JONAH","GRANT, GLORIA GLORY"
"JAMESON, J. JONAH","FAIRMONT, HANNAH"
"JAMESON, J. JONAH","PARKER, MAY"
"PARKER, MAY","GRANT, GLORIA GLORY"
"PARKER, MAY","FAIRMONT, HANNAH"
"FAIRMONT, HANNAH","GRANT, GLORIA GLORY"
ANGEL/WARREN KENNETH,ICEMAN/ROBERT BOBBY 
ANGEL/WARREN KENNETH,"NORRISS, SISTER BARB"
ANGEL/WARREN KENNETH,STAR THIEF II
ANGEL/WARREN KENNETH,GARGOYLE II/ISAAC CH
ANGEL/WARREN KENNETH,KUBIK
ANGEL/WARREN KENNETH,CLOUD
ANGEL/WARREN KENNETH,BEAST/HENRY &HANK& P
ANGEL/WARREN KENNETH,ANDROMEDA/ANDROMEDA 
ANGEL/WARREN KENNETH,MANSLAUGHTER
MANSLAUGHTER,ICEMAN/ROBERT BOBBY 
MANSLAUGHTER,"NORRISS, SISTER BARB"
MANSLAUGHTER,STAR THIEF II
MANSLAUGHTER,GARGOYLE II/ISAAC CH
MANSLAUGHTER,KUBIK
MANSLAUGHTER,CLOUD
MANSLAUGHTER,BEAST/HENRY &HANK& P
MANSLAUGHTER,ANDROMEDA/ANDROMEDA 
ANDROMEDA/ANDROMEDA ,ICEMAN/ROBERT BOBBY 
ANDROMEDA/ANDROMEDA ,"NORRISS, SISTER BARB"
ANDROMEDA/ANDROMEDA ,STAR THIEF II
ANDROMEDA/ANDROMEDA ,GARGOYLE II/ISAAC CH
ANDROMEDA/ANDROMEDA ,KUBIK
ANDROMEDA/ANDROMEDA ,CLOUD
ANDROMEDA/ANDROMEDA ,BEAST/HENRY &HANK& P
BEAST/HENRY &HANK& P,ICEMAN/ROBERT BOBBY 
BEAST/HENRY &HANK& P,"NORRISS, SISTER BARB"
BEAST/HENRY &HANK& P,STAR THIEF II
BEAST/HENRY &HANK& P,GARGOYLE II/ISAAC CH
BEAST/HENRY &HANK& P,KUBIK
BEAST/HENRY &HANK& P,CLOUD
CLOUD,ICEMAN/ROBERT BOBBY 
CLOUD,"NORRISS, SISTER BARB"
CLOUD,STAR THIEF II
CLOUD,GARGOYLE II/ISAAC CH
CLOUD,KUBIK
KUBIK,ICEMAN/ROBERT BOBBY 
KUBIK,"NORRISS, SISTER BARB"
KUBIK,STAR THIEF II
KUBIK,GARGOYLE II/ISAAC CH
GARGOYLE II/ISAAC CH,ICEMAN/ROBERT BOBBY 
GARGOYLE II/ISAAC CH,"NORRISS, SISTER BARB"
GARGOYLE II/ISAAC CH,STAR THIEF II
STAR THIEF II,ICEMAN/ROBERT BOBBY 
STAR THIEF II,"NORRISS, SISTER BARB"
"NORRISS, SISTER BARB",ICEMAN/ROBERT BOBBY 
ANGEL/WARREN KENNETH,BEAST/HENRY &HANK& P
ANGEL/WARREN KENNETH,ICEMAN/ROBERT BOBBY 
ANGEL/WARREN KENNETH,"SOUTHERN, CANDY"
ANGEL/WARREN KENNETH,MANSLAUGHTER
ANGEL/WARREN KENNETH,"NORRISS, SISTER BARB"
ANGEL/WARREN KENNETH,INTERLOPER
ANGEL/WARREN KENNETH,MOONDRAGON/HEATHER D
ANGEL/WARREN KENNETH,ANDROMEDA/ANDROMEDA 
ANGEL/WARREN KENNETH,GARGOYLE II/ISAAC CH
GARGOYLE II/ISAAC CH,BEAST/HENRY &HANK& P
GARGOYLE II/ISAAC CH,ICEMAN/ROBERT BOBBY 
GARGOYLE II/ISAAC CH,"SOUTHERN, CANDY"
GARGOYLE II/ISAAC CH,MANSLAUGHTER
GARGOYLE II/ISAAC CH,"NORRISS, SISTER BARB"
GARGOYLE II/ISAAC CH,INTERLOPER
GARGOYLE II/ISAAC CH,MOONDRAGON/HEATHER D
GARGOYLE II/ISAAC CH,ANDROMEDA/ANDROMEDA 
ANDROMEDA/ANDROMEDA ,BEAST/HENRY &HANK& P
ANDROMEDA/ANDROMEDA ,ICEMAN/ROBERT BOBBY 
ANDROMEDA/ANDROMEDA ,"SOUTHERN, CANDY"
ANDROMEDA/ANDROMEDA ,MANSLAUGHTER
ANDROMEDA/ANDROMEDA ,"NORRISS, SISTER BARB"
ANDROMEDA/ANDROMEDA ,INTERLOPER
ANDROMEDA/ANDROMEDA ,MOONDRAGON/HEATHER D
MOONDRAGON/HEATHER D,BEAST/HENRY &HANK& P
MOONDRAGON/HEATHER D,ICEMAN/ROBERT BOBBY 
MOONDRAGON/HEATHER D,"SOUTHERN, CANDY"
MOONDRAGON/HEATHER D,MANSLAUGHTER
MOONDRAGON/HEATHER D,"NORRISS, SISTER BARB"
MOONDRAGON/HEATHER D,INTERLOPER
INTERLOPER,BEAST/HENRY &HANK& P
INTERLOPER,ICEMAN/ROBERT BOBBY 
INTERLOPER,"SOUTHERN, CANDY"
INTERLOPER,MANSLAUGHTER
INTERLOPER,"NORRISS, SISTER BARB"
"NORRISS, SISTER BARB",BEAST/HENRY &HANK& P
"NORRISS, SISTER BARB",ICEMAN/ROBERT BOBBY 
"NORRISS, SISTER BARB","SOUTHERN, CANDY"
"NORRISS, SISTER BARB",MANSLAUGHTER
MANSLAUGHTER,BEAST/HENRY &HANK& P
MANSLAUGHTER,ICEMAN/ROBERT BOBBY 
